~id,~label,~from,~to,relationshipkey:String,value:String,effectivedate:String,sshPrnamt:String,sshPrnamtType:String
0000102909:737010108:266:20181123:9978:SH,13F-HR/A,"0000102909","737010108","20181123:0000102909:737010108:VANGUARD GROUP INC:266","266","20181123","9978","SH"
0001039765:109641100:320:20180810:6717:SH,13F-HR,"0001039765","109641100","20180810:0001039765:109641100:ING GROEP NV:320","320","20180810","6717","SH"
0001004244:81369Y506:1295:20181114:17100:SH,13F-HR,"0001004244","81369Y506","20181114:0001004244:81369Y506:NEW ENGLAND ASSET MANAGEMENT INC:1295","1295","20181114","17100","SH"
0001013234:92189F429:730:20180820:37250:SH,13F-HR,"0001013234","92189F429","20180820:0001013234:92189F429:ORLEANS CAPITAL MANAGEMENT CORP/LA:730","730","20180820","37250","SH"
0001029730:46431W507:5525:20181114:110097:SH,13F-HR,"0001029730","46431W507","20181114:0001029730:46431W507:LADENBURG THALMANN FINANCIAL SERVICES INC.:5525","5525","20181114","110097","SH"
0001115418:45321L100:1464:20181107:31523:SH,13F-HR,"0001115418","45321L100","20181107:0001115418:45321L100:RHUMBLINE ADVISERS:1464","1464","20181107","31523","SH"
0001094749:631103108:4981:20181005:58058:SH,13F-HR,"0001094749","631103108","20181005:0001094749:631103108:CHURCHILL MANAGEMENT Corp:4981","4981","20181005","58058","SH"
0001029730:46138E784:3:20181114:117:SH,13F-HR,"0001029730","46138E784","20181114:0001029730:46138E784:LADENBURG THALMANN FINANCIAL SERVICES INC.:3","3","20181114","117","SH"
0000102909:921659108:106:20181114:4600:SH,13F-HR,"0000102909","921659108","20181114:0000102909:921659108:VANGUARD GROUP INC:106","106","20181114","4600","SH"
0000102909:955306105:849:20181123:6875:SH,13F-HR/A,"0000102909","955306105","20181123:0000102909:955306105:VANGUARD GROUP INC:849","849","20181123","6875","SH"
0001115418:904708104:6807:20181107:39202:SH,13F-HR,"0001115418","904708104","20181107:0001115418:904708104:RHUMBLINE ADVISERS:6807","6807","20181107","39202","SH"
0001040188:75508B104:660:20181101:35838:SH,13F-HR,"0001040188","75508B104","20181101:0001040188:75508B104:VICTORY CAPITAL MANAGEMENT INC:660","660","20181101","35838","SH"
0001029730:138098108:34:20181114:365:SH,13F-HR,"0001029730","138098108","20181114:0001029730:138098108:LADENBURG THALMANN FINANCIAL SERVICES INC.:34","34","20181114","365","SH"
0001597694:78410G104:500:20181113:3113:SH,13F-HR,"0001597694","78410G104","20181113:0001597694:78410G104:MUFG Securities EMEA plc:500","500","20181113","3113","SH"
0000102909:04316A108:180:20181114:5567:SH,13F-HR,"0000102909","04316A108","20181114:0000102909:04316A108:VANGUARD GROUP INC:180","180","20181114","5567","SH"
0000102909:883556102:19288:20181114:79023:SH,13F-HR,"0000102909","883556102","20181114:0000102909:883556102:VANGUARD GROUP INC:19288","19288","20181114","79023","SH"
0001550057:552690109:211:20180814:7362:SH,13F-HR,"0001550057","552690109","20180814:0001550057:552690109:Goelzer Investment Management, Inc.:211","211","20180814","7362","SH"
0000102909:459044103:239452:20181123:5321166:SH,13F-HR/A,"0000102909","459044103","20181123:0000102909:459044103:VANGUARD GROUP INC:239452","239452","20181123","5321166","SH"
0001010873:500754106:338:20181005:6137:SH,13F-HR,"0001010873","500754106","20181005:0001010873:500754106:FRANKLIN STREET ADVISORS INC /NC:338","338","20181005","6137","SH"
0000102909:077454106:264720:20181123:3707037:SH,13F-HR/A,"0000102909","077454106","20181123:0000102909:077454106:VANGUARD GROUP INC:264720","264720","20181123","3707037","SH"
0001009207:21871N101:4317:20180814:180697:SH,13F-HR,"0001009207","21871N101","20180814:0001009207:21871N101:D. E. Shaw & Co., Inc.:4317","4317","20180814","180697","SH"
0001085936:78486Q101:1897:20181106:6103:SH,13F-HR,"0001085936","78486Q101","20181106:0001085936:78486Q101:SYSTEMATIC FINANCIAL MANAGEMENT LP:1897","1897","20181106","6103","SH"
0001029730:499049104:23:20181114:666:SH,13F-HR,"0001029730","499049104","20181114:0001029730:499049104:LADENBURG THALMANN FINANCIAL SERVICES INC.:23","23","20181114","666","SH"
0000102909:461148108:23:20181114:4465:SH,13F-HR,"0000102909","461148108","20181114:0000102909:461148108:VANGUARD GROUP INC:23","23","20181114","4465","SH"
0000102909:609720107:1392:20181114:83241:SH,13F-HR,"0000102909","609720107","20181114:0000102909:609720107:VANGUARD GROUP INC:1392","1392","20181114","83241","SH"
0001037763:70806A106:677:20181005:51447:SH,13F-HR,"0001037763","70806A106","20181005:0001037763:70806A106:OPTIMUM INVESTMENT ADVISORS:677","677","20181005","51447","SH"
0001062842:755111507:1832:20181109:8864:SH,13F-HR,"0001062842","755111507","20181109:0001062842:755111507:BOSTON ADVISORS LLC:1832","1832","20181109","8864","SH"
0001527166:78413P101:59668:20181113:2636684:SH,13F-HR,"0001527166","78413P101","20181113:0001527166:78413P101:Carlyle Group L.P.:59668","59668","20181113","2636684","SH"
0000102909:90137F103:14067:20181123:5005978:SH,13F-HR/A,"0000102909","90137F103","20181123:0000102909:90137F103:VANGUARD GROUP INC:14067","14067","20181123","5005978","SH"
0001080383:371559105:118698:20180814:1459638:SH,13F-HR,"0001080383","371559105","20180814:0001080383:371559105:CARDINAL CAPITAL MANAGEMENT LLC /CT:118698","118698","20180814","1459638","SH"
0001040762:44267D107:10621:20181114:85500:SH,13F-HR,"0001040762","44267D107","20181114:0001040762:44267D107:MALTESE CAPITAL MANAGEMENT LLC:10621","10621","20181114","85500","SH"
0001029730:128030202:34:20181114:709:SH,13F-HR,"0001029730","128030202","20181114:0001029730:128030202:LADENBURG THALMANN FINANCIAL SERVICES INC.:34","34","20181114","709","SH"
0000102909:878155100:89:20181114:3977:SH,13F-HR,"0000102909","878155100","20181114:0000102909:878155100:VANGUARD GROUP INC:89","89","20181114","3977","SH"
0001125816:744573106:57641:20181025:1091890:SH,13F-HR,"0001125816","744573106","20181025:0001125816:744573106:FIRST TRUST ADVISORS LP:57641","57641","20181025","1091890","SH"
0000102909:55027E102:127231:20181114:4197669:SH,13F-HR,"0000102909","55027E102","20181114:0000102909:55027E102:VANGUARD GROUP INC:127231","127231","20181114","4197669","SH"
0000102909:84265V105:29951:20181123:694264:SH,13F-HR/A,"0000102909","84265V105","20181123:0000102909:84265V105:VANGUARD GROUP INC:29951","29951","20181123","694264","SH"
0000102909:706327103:3174:20181114:93382:SH,13F-HR,"0000102909","706327103","20181114:0000102909:706327103:VANGUARD GROUP INC:3174","3174","20181114","93382","SH"
0001084208:09254X101:403:20180814:30588:SH,13F-HR,"0001084208","09254X101","20180814:0001084208:09254X101:RAYMOND JAMES & ASSOCIATES:403","403","20180814","30588","SH"
0001010873:090998345:0:20181005:130000:SH,13F-HR,"0001010873","090998345","20181005:0001010873:090998345:FRANKLIN STREET ADVISORS INC /NC:0","0","20181005","130000","SH"
0001006378:062540109:879:20181114:11143:SH,13F-HR,"0001006378","062540109","20181114:0001006378:062540109:SEGALL BRYANT & HAMILL, LLC:879","879","20181114","11143","SH"
0000102909:26884L109:1933:20181123:43709:SH,13F-HR/A,"0000102909","26884L109","20181123:0000102909:26884L109:VANGUARD GROUP INC:1933","1933","20181123","43709","SH"
0000102909:156431108:43:20181123:3600:SH,13F-HR/A,"0000102909","156431108","20181123:0000102909:156431108:VANGUARD GROUP INC:43","43","20181123","3600","SH"
0001029730:03027X100:1807:20181114:12436:SH,13F-HR,"0001029730","03027X100","20181114:0001029730:03027X100:LADENBURG THALMANN FINANCIAL SERVICES INC.:1807","1807","20181114","12436","SH"
0001102578:00724F101:56:20180813:230:SH,13F-HR,"0001102578","00724F101","20180813:0001102578:00724F101:EARNEST PARTNERS LLC:56","56","20180813","230","SH"
0001009076:54142L109:25628:20180808:248217:SH,13F-HR,"0001009076","54142L109","20180808:0001009076:54142L109:COMMERCE BANK:25628","25628","20180808","248217","SH"
0000102909:30257X104:64:20181114:1641:SH,13F-HR,"0000102909","30257X104","20181114:0000102909:30257X104:VANGUARD GROUP INC:64","64","20181114","1641","SH"
0000102909:013872106:932:20181123:23068:SH,13F-HR/A,"0000102909","013872106","20181123:0000102909:013872106:VANGUARD GROUP INC:932","932","20181123","23068","SH"
0001025835:209115104:119:20181026:1559:SH,13F-HR,"0001025835","209115104","20181026:0001025835:209115104:ENTERPRISE FINANCIAL SERVICES CORP:119","119","20181026","1559","SH"
0001008322:G66721104:1296:20181108:22568:SH,13F-HR,"0001008322","G66721104","20181108:0001008322:G66721104:THOMPSON SIEGEL & WALMSLEY LLC:1296","1296","20181108","22568","SH"
0000105495:458140100:44006:20180716:885258:SH,13F-HR,"0000105495","458140100","20180716:0000105495:458140100:WELCH & FORBES LLC:44006","44006","20180716","885258","SH"
0000102909:94946T106:1478:20181114:4613:SH,13F-HR,"0000102909","94946T106","20181114:0000102909:94946T106:VANGUARD GROUP INC:1478","1478","20181114","4613","SH"
0001054074:655844108:926:20181106:5131:SH,13F-HR,"0001054074","655844108","20181106:0001054074:655844108:BESSEMER GROUP INC:926","926","20181106","5131","SH"
0001009016:00404A109:20242:20181107:575047:SH,13F-HR,"0001009016","00404A109","20181107:0001009016:00404A109:FORT WASHINGTON INVESTMENT ADVISORS INC /OH/:20242","20242","20181107","575047","SH"
0001080114:929042109:676:20181018:9254:SH,13F-HR,"0001080114","929042109","20181018:0001080114:929042109:OAKBROOK INVESTMENTS LLC:676","676","20181018","9254","SH"
0001040197:053015103:410:20181012:2720:SH,13F-HR,"0001040197","053015103","20181012:0001040197:053015103:MAI Capital Management:410","410","20181012","2720","SH"
0001009076:755111507:2164:20180808:11200:SH,13F-HR,"0001009076","755111507","20180808:0001009076:755111507:COMMERCE BANK:2164","2164","20180808","11200","SH"
0001056807:33830X104:17862:20180814:1129761:SH,13F-HR,"0001056807","33830X104","20180814:0001056807:33830X104:BVF INC/IL:17862","17862","20180814","1129761","SH"
0001054074:126408103:267:20181106:3600:SH,13F-HR,"0001054074","126408103","20181106:0001054074:126408103:BESSEMER GROUP INC:267","267","20181106","3600","SH"
0001021249:404280406:736:20181113:16740:SH,13F-HR,"0001021249","404280406","20181113:0001021249:404280406:UNITED SERVICES AUTOMOBILE ASSOCIATION:736","736","20181113","16740","SH"
0001125816:78440X101:3729:20181025:38236:SH,13F-HR,"0001125816","78440X101","20181025:0001125816:78440X101:FIRST TRUST ADVISORS LP:3729","3729","20181025","38236","SH"
0001009006:48666kas8:3273:20180813:2987000:PRN,13F-HR,"0001009006","48666kas8","20180813:0001009006:48666kas8:PALISADE CAPITAL MANAGEMENT LLC/NJ:3273","3273","20180813","2987000","PRN"
0001037389:464286400:808:20180813:18000:SH,13F-HR,"0001037389","464286400","20180813:0001037389:464286400:RENAISSANCE TECHNOLOGIES LLC:808","808","20180813","18000","SH"
0001535784:02917TAB0:7398:20181114:7325000:PRN,13F-HR,"0001535784","02917TAB0","20181114:0001535784:02917TAB0:Lombard Odier Asset Management (Europe) Ltd:7398","7398","20181114","7325000","PRN"
0001013536:566324109:7981:20180813:204596:SH,13F-HR,"0001013536","566324109","20180813:0001013536:566324109:AJO, LP:7981","7981","20180813","204596","SH"
0001011659:30231G102:44113:20180810:533218:SH,13F-HR,"0001011659","30231G102","20180810:0001011659:30231G102:MUFG Americas Holdings Corp:44113","44113","20180810","533218","SH"
0001013536:500643200:49340:20181113:1002030:SH,13F-HR,"0001013536","500643200","20181113:0001013536:500643200:AJO, LP:49340","49340","20181113","1002030","SH"
0001018331:009158106:14722:20180814:94541:SH,13F-HR/A,"0001018331","009158106","20180814:0001018331:009158106:NATIXIS ADVISORS, L.P.:14722","14722","20180814","94541","SH"
0001056859:47804J107:231:20181009:6698:SH,13F-HR/A,"0001056859","47804J107","20181009:0001056859:47804J107:CHILTON CAPITAL MANAGEMENT LLC:231","231","20181009","6698","SH"
0001029730:45783G201:25:20181114:1073:SH,13F-HR,"0001029730","45783G201","20181114:0001029730:45783G201:LADENBURG THALMANN FINANCIAL SERVICES INC.:25","25","20181114","1073","SH"
0001616654:G5876H105:3:20181009:166:SH,13F-HR,"0001616654","G5876H105","20181009:0001616654:G5876H105:NEXT Financial Group, Inc:3","3","20181009","166","SH"
0000102909:030420103:3338:20181123:37944:SH,13F-HR/A,"0000102909","030420103","20181123:0000102909:030420103:VANGUARD GROUP INC:3338","3338","20181123","37944","SH"
0001029730:237194105:35:20181114:325:SH,13F-HR,"0001029730","237194105","20181114:0001029730:237194105:LADENBURG THALMANN FINANCIAL SERVICES INC.:35","35","20181114","325","SH"
0001009207:26483E100:3469:20180814:28283:SH,13F-HR,"0001009207","26483E100","20180814:0001009207:26483E100:D. E. Shaw & Co., Inc.:3469","3469","20180814","28283","SH"
0000102909:13123X102:262:20181114:21824:SH,13F-HR,"0000102909","13123X102","20181114:0000102909:13123X102:VANGUARD GROUP INC:262","262","20181114","21824","SH"
0001021642:105368203:1265:20181113:80500:SH,13F-HR,"0001021642","105368203","20181113:0001021642:105368203:VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.:1265","1265","20181113","80500","SH"
0000102909:87484T108:529:20181114:116832:SH,13F-HR,"0000102909","87484T108","20181114:0000102909:87484T108:VANGUARD GROUP INC:529","529","20181114","116832","SH"
0000102909:43114K108:63:20181114:12908:SH,13F-HR,"0000102909","43114K108","20181114:0000102909:43114K108:VANGUARD GROUP INC:63","63","20181114","12908","SH"
0001037389:739128106:13775:20181113:379900:SH,13F-HR,"0001037389","739128106","20181113:0001037389:739128106:RENAISSANCE TECHNOLOGIES LLC:13775","13775","20181113","379900","SH"
0001029730:M3760D101:5:20181114:41:SH,13F-HR,"0001029730","M3760D101","20181114:0001029730:M3760D101:LADENBURG THALMANN FINANCIAL SERVICES INC.:5","5","20181114","41","SH"
0000102909:067806109:471:20181123:6632:SH,13F-HR/A,"0000102909","067806109","20181123:0000102909:067806109:VANGUARD GROUP INC:471","471","20181123","6632","SH"
0001006378:72703H101:316:20181114:5849:SH,13F-HR,"0001006378","72703H101","20181114:0001006378:72703H101:SEGALL BRYANT & HAMILL, LLC:316","316","20181114","5849","SH"
0001540826:749607107:11921:20181026:151700:SH,13F-HR,"0001540826","749607107","20181026:0001540826:749607107:EULAV Asset Management:11921","11921","20181026","151700","SH"
0001054074:370334104:158:20181106:3675:SH,13F-HR,"0001054074","370334104","20181106:0001054074:370334104:BESSEMER GROUP INC:158","158","20181106","3675","SH"
0001037389:148806102:13041:20180813:317600:SH,13F-HR,"0001037389","148806102","20180813:0001037389:148806102:RENAISSANCE TECHNOLOGIES LLC:13041","13041","20180813","317600","SH"
0001040188:30227H106:247:20180802:9868:SH,13F-HR,"0001040188","30227H106","20180802:0001040188:30227H106:VICTORY CAPITAL MANAGEMENT INC:247","247","20180802","9868","SH"
0001084208:00548F105:1575:20180814:78395:SH,13F-HR,"0001084208","00548F105","20180814:0001084208:00548F105:RAYMOND JAMES & ASSOCIATES:1575","1575","20180814","78395","SH"
0001115418:98389B100:44602:20181107:944749:SH,13F-HR,"0001115418","98389B100","20181107:0001115418:98389B100:RHUMBLINE ADVISERS:44602","44602","20181107","944749","SH"
0001009207:038222105:5338:20181114:138100:SH,13F-HR,"0001009207","038222105","20181114:0001009207:038222105:D. E. Shaw & Co., Inc.:5338","5338","20181114","138100","SH"
0001008322:60871R209:2:20181108:34:SH,13F-HR,"0001008322","60871R209","20181108:0001008322:60871R209:THOMPSON SIEGEL & WALMSLEY LLC:2","2","20181108","34","SH"
0001054074:96208T104:8:20181106:42:SH,13F-HR,"0001054074","96208T104","20181106:0001054074:96208T104:BESSEMER GROUP INC:8","8","20181106","42","SH"
0000102909:866264203:2079:20181123:135436:SH,13F-HR/A,"0000102909","866264203","20181123:0000102909:866264203:VANGUARD GROUP INC:2079","2079","20181123","135436","SH"
0000102909:30161Q104:481:20181123:27120:SH,13F-HR/A,"0000102909","30161Q104","20181123:0000102909:30161Q104:VANGUARD GROUP INC:481","481","20181123","27120","SH"
0001008937:00206R102:32:20181106:959:SH,13F-HR,"0001008937","00206R102","20181106:0001008937:00206R102:TRUST CO OF TOLEDO NA /OH/:32","32","20181106","959","SH"
0001005817:744320102:16:20181018:154:SH,13F-HR,"0001005817","744320102","20181018:0001005817:744320102:TOMPKINS FINANCIAL CORP:16","16","20181018","154","SH"
0001037763:74005P104:52:20181005:330:SH,13F-HR,"0001037763","74005P104","20181005:0001037763:74005P104:OPTIMUM INVESTMENT ADVISORS:52","52","20181005","330","SH"
0001125816:974637100:2665:20181025:80398:SH,13F-HR,"0001125816","974637100","20181025:0001125816:974637100:FIRST TRUST ADVISORS LP:2665","2665","20181025","80398","SH"
0001001085:718549207:35236:20181115:689016:SH,13F-HR/A,"0001001085","718549207","20181115:0001001085:718549207:BROOKFIELD ASSET MANAGEMENT INC.:35236","35236","20181115","689016","SH"
0001037389:43940T109:2229:20180813:122564:SH,13F-HR,"0001037389","43940T109","20180813:0001037389:43940T109:RENAISSANCE TECHNOLOGIES LLC:2229","2229","20180813","122564","SH"
0000102909:04269X105:425:20181114:27955:SH,13F-HR,"0000102909","04269X105","20181114:0000102909:04269X105:VANGUARD GROUP INC:425","425","20181114","27955","SH"
0001056559:084670702:2:20181029:10:SH,13F-HR,"0001056559","084670702","20181029:0001056559:084670702:NORTH STAR ASSET MANAGEMENT INC:2","2","20181029","10","SH"
0000102909:38526M106:470:20181114:4163:SH,13F-HR,"0000102909","38526M106","20181114:0000102909:38526M106:VANGUARD GROUP INC:470","470","20181114","4163","SH"
0001029730:18451C109:5:20181114:818:SH,13F-HR,"0001029730","18451C109","20181114:0001029730:18451C109:LADENBURG THALMANN FINANCIAL SERVICES INC.:5","5","20181114","818","SH"
0001037763:122017106:23:20181005:150:SH,13F-HR,"0001037763","122017106","20181005:0001037763:122017106:OPTIMUM INVESTMENT ADVISORS:23","23","20181005","150","SH"
0001084208:46434V282:4279:20180814:133834:SH,13F-HR,"0001084208","46434V282","20180814:0001084208:46434V282:RAYMOND JAMES & ASSOCIATES:4279","4279","20180814","133834","SH"
0001021926:009158106:4547:20181102:27220:SH,13F-HR,"0001021926","009158106","20181102:0001021926:009158106:CIBC Asset Management Inc:4547","4547","20181102","27220","SH"
0001000275:124411109:188:20181114:8443:SH,13F-HR,"0001000275","124411109","20181114:0001000275:124411109:ROYAL BANK OF CANADA:188","188","20181114","8443","SH"
0001056821:80105N105:1205:20181017:26984:SH,13F-HR,"0001056821","80105N105","20181017:0001056821:80105N105:BENNICAS & ASSOCIATES, INC.:1205","1205","20181017","26984","SH"
